Retire,withsubtaxa,Source,BGC,SS_NoSpace,Special,SpecialCode
,,USA_2019,MSdh_UT,MSdh_UT/111,,
,,USA_2019,MSdh_UT,MSdh_UT/Ro,Lithic,
,,USA_2019,MSdh_WY,MSdh_WY/101,,
,,USA_2019,MSdh_WY,MSdh_WY/102,,
,,USA_2019,MSdh_WY,MSdh_WY/103,,
,,USA_2019,MSdh_WY,MSdh_WY/110,,
,,USA_2019,MSdh_WY,MSdh_WY/111,,
,,USA_2019,MSdh_WY,MSdh_WY/112,,
,,USA_2019,MSdh_WY,MSdh_WY/113,,
,,USA_2019,MSdh_WY,MSdh_WY/Ro,Lithic,
,,BECv11,MSdk,MSdk/101,,
,,BECv11,MSdk,MSdk/102,,
,,BECv11,MSdk,MSdk/103,Insolation,IN
,,BECv11,MSdk,MSdk/104,Cold air influence,CA
,,BECv11,MSdk,MSdk/105,,
,,BECv11,MSdk,MSdk/110,,
,s,BECv11,MSdk,MSdk/111,,
,p,BECv11,MSdk,MSdk/111a,High fluvial bench,Fh
,p,BECv11,MSdk,MSdk/111b,,
,s,BECv11,MSdk,MSdk/112,,
,p,BECv11,MSdk,MSdk/112a,High fluvial bench,Fh
,p,BECv11,MSdk,MSdk/112b,,
,,BECv12,MSdk,MSdk/Fm01,Mid fluvial bench,Fm
,,BECv12,MSdk,MSdk/Fm02,Mid fluvial bench,Fm
,,BECv11,MSdk,MSdk/Ro,Lithic,
,,USA_2019,MSdk_CO,MSdk_CO/101,,
,,USA_2019,MSdk_CO,MSdk_CO/102,,
,,USA_2019,MSdk_CO,MSdk_CO/103,,
,,USA_2019,MSdk_CO,MSdk_CO/110,,
,,USA_2019,MSdk_CO,MSdk_CO/111,,
,,USA_2019,MSdk_CO,MSdk_CO/112,,
,,USA_2019,MSdk_CO,MSdk_CO/113,,
,,USA_2019,MSdk_CO,MSdk_CO/Ro,Lithic,
,,USA_2019,MSdm_WA,MSdm_WA/101,,
,,USA_2019,MSdm_WA,MSdm_WA/102,,
,,USA_2019,MSdm_WA,MSdm_WA/103,,
,,USA_2019,MSdm_WA,MSdm_WA/110,,
,,USA_2019,MSdm_WA,MSdm_WA/111,,
,,USA_2019,MSdm_WA,MSdm_WA/112,,
,,USA_2019,MSdm_WA,MSdm_WA/113,,
,,USA_2019,MSdm_WA,MSdm_WA/Ro,Lithic,
,,BECv12,MSdm1,MSdm1/101,,
,,BECv12,MSdm1,MSdm1/102,,
,,BECv12,MSdm1,MSdm1/103,,
,,BECv12,MSdm1,MSdm1/104,,
,,BECv12,MSdm1,MSdm1/110,,
,,BECv12,MSdm1,MSdm1/111,,
,,BECv12,MSdm1,MSdm1/112,,
,,BECv12,MSdm1,MSdm1/113,,
,,BECv12,MSdm1,MSdm1/Fm02,Mid fluvial bench,Fm
,,BECv12,MSdm1,MSdm1/Ro,Lithic,
,,BECv12,MSdm2,MSdm2/101,,
,,BECv12,MSdm2,MSdm2/102,,
,,BECv12,MSdm2,MSdm2/103,Insolation,IN
,,BECv12,MSdm2,MSdm2/104,,
,,BECv12,MSdm2,MSdm2/105,Cold air influence,CA
,,BECv12,MSdm2,MSdm2/110,Cold air influence,CA
,,BECv12,MSdm2,MSdm2/111,,
,,BECv12,MSdm2,MSdm2/112,,
,,BECv12,MSdm2,MSdm2/113,,
,,BECv10,MSdm3,MSdm3/01,,
,,BECv10,MSdm3,MSdm3/02,,
,,BECv10,MSdm3,MSdm3/03,,
,,BECv10,MSdm3,MSdm3/04,,
,,BECv10,MSdm3,MSdm3/05,,
,,BECv10,MSdm3,MSdm3/06,,
,,BECv10,MSdm3,MSdm3/07,,
,,BECv10,MSdv,MSdv/01,,
,s,BECv10,MSdv,MSdv/02,,
,p,BECv10,MSdv,MSdv/02a,,
,p,BECv10,MSdv,MSdv/02b,,
,,BECv10,MSdv,MSdv/03,Cold air influence,CA
,,BECv10,MSdv,MSdv/04,,
,,BECv10,MSdv,MSdv/05,,
,,BECv10,MSdv,MSdv/06,,
,,BECv10,MSdv,MSdv/07,Cold air influence,CA
,,BECv10,MSdv,MSdv/08,,
,,BECv10,MSdv,MSdv/09,,
,,BECv11,MSdw,MSdw/101,,
,,BECv11,MSdw,MSdw/102,,
,,BECv11,MSdw,MSdw/103,Insolation,IN
,,BECv11,MSdw,MSdw/104,,
,,BECv11,MSdw,MSdw/110,,
,s,BECv11,MSdw,MSdw/111,,
,p,BECv11,MSdw,MSdw/111a,High fluvial bench,Fh
,p,BECv11,MSdw,MSdw/111b,,
,,BECv11,MSdw,MSdw/112,Cold air influence,CA
,,BECv11,MSdw,MSdw/Fm01,Mid fluvial bench,Fm
,,BECv11,MSdw,MSdw/Fm02,Mid fluvial bench,Fm
,,BECv11,MSdw,MSdw/Ro,Lithic,
,,USA_2019,MSdw_MT,MSdw_MT/101,,
,,USA_2019,MSdw_MT,MSdw_MT/102,,
,,USA_2019,MSdw_MT,MSdw_MT/103,,
,,USA_2019,MSdw_MT,MSdw_MT/110,,
,,USA_2019,MSdw_MT,MSdw_MT/111,,
,,USA_2019,MSdw_MT,MSdw_MT/112,,
,,USA_2019,MSdw_MT,MSdw_MT/113,,
,,USA_2019,MSdw_MT,MSdw_MT/Ro,Lithic,
,,USA_2019,MSmm_ID,MSmm_ID/101,,
,,USA_2019,MSmm_ID,MSmm_ID/102,,
,,USA_2019,MSmm_ID,MSmm_ID/103,,
,,USA_2019,MSmm_ID,MSmm_ID/110,,
,,USA_2019,MSmm_ID,MSmm_ID/111,,
,,USA_2019,MSmm_ID,MSmm_ID/112,,
,,USA_2019,MSmm_ID,MSmm_ID/113,,
,,USA_2019,MSmm_ID,MSmm_ID/Ro,Lithic,
,,USA_2019,MSSDun_NV,MSSDun_NV/110,,
,,USA_2019,MSSDun_NV,MSSDun_NV/111,,
,,USA_2019,MSSDun_NV,MSSDun_NV/Gg,Insolation,IN2
,,USA_2019,MSSDun_NV,MSSDun_NV/Ro,Lithic,
,,USA_2019,MSxh_OR,MSxh_OR/101,,
,,USA_2019,MSxh_OR,MSxh_OR/102,,
,,USA_2019,MSxh_OR,MSxh_OR/103,,
,,USA_2019,MSxh_OR,MSxh_OR/110,,
,,USA_2019,MSxh_OR,MSxh_OR/111,,
,,USA_2019,MSxh_OR,MSxh_OR/112,,
,,USA_2019,MSxh_OR,MSxh_OR/113,,
,,USA_2019,MSxh_OR,MSxh_OR/Ro,Lithic,
,,USA_2019,MSxk_WA,MSxk_WA/101,,
,,USA_2019,MSxk_WA,MSxk_WA/102,,
,,USA_2019,MSxk_WA,MSxk_WA/103,,
,,USA_2019,MSxk_WA,MSxk_WA/110,,
,,USA_2019,MSxk_WA,MSxk_WA/111,,
,,USA_2019,MSxk_WA,MSxk_WA/112,,
,,USA_2019,MSxk_WA,MSxk_WA/113,,
,,USA_2019,MSxk_WA,MSxk_WA/Ro,Lithic,
,,BECv12,MSxk1,MSxk1/101,,
,,BECv12,MSxk1,MSxk1/101a,,
,,BECv12,MSxk1,MSxk1/101b,,
,,BECv12,MSxk1,MSxk1/102,,
,,BECv12,MSxk1,MSxk1/103,,
,,BECv12,MSxk1,MSxk1/104,,
,,BECv12,MSxk1,MSxk1/105,,
,,BECv12,MSxk1,MSxk1/110,,
,,BECv12,MSxk1,MSxk1/111,,
,,BECv12,MSxk1,MSxk1/112,,
,,BECv12,MSxk1,MSxk1/113,,
,,BECv10,MSxk1,MSxk1/Gg,Insolation,IN2
,,BECv10,MSxk1,MSxk1/Gs,Insolation,IN2
,,BECv12,MSxk2,MSxk2/101,,
,,BECv12,MSxk2,MSxk2/102,,
,,BECv12,MSxk2,MSxk2/103,,
,,BECv12,MSxk2,MSxk2/104,Insolation,IN
,,BECv12,MSxk2,MSxk2/105,,
,,BECv12,MSxk2,MSxk2/106,,
,,BECv12,MSxk2,MSxk2/110,Cold air influence,CA
,,BECv12,MSxk2,MSxk2/111,,
,,BECv12,MSxk2,MSxk2/112,,
,,BECv10,MSxk2,MSxk2/Gg,Insolation,IN2
,,BECv10,MSxk3,MSxk3/01,,
,,BECv10,MSxk3,MSxk3/02,,
,,BECv10,MSxk3,MSxk3/03,,
,,BECv10,MSxk3,MSxk3/04,,
,,BECv10,MSxk3,MSxk3/05,,
,,BECv10,MSxk3,MSxk3/06,,
,,BECv10,MSxk3,MSxk3/07,,
,,BECv10,MSxk3,MSxk3/08,,
,,BECv10,MSxk3,MSxk3/09,,
,,USA_2019,MSxm_CO,MSxm_CO/101,,
,,USA_2019,MSxm_CO,MSxm_CO/102,,
,,USA_2019,MSxm_CO,MSxm_CO/103,,
,,USA_2019,MSxm_CO,MSxm_CO/110,,
,,USA_2019,MSxm_CO,MSxm_CO/111,,
,,USA_2019,MSxm_CO,MSxm_CO/112,,
,,USA_2019,MSxm_CO,MSxm_CO/113,,
,,USA_2019,MSxm_CO,MSxm_CO/Ro,Lithic,
,,BECv10,MSxv,MSxv/01,,
,,BECv10,MSxv,MSxv/02,,
,s,BECv10,MSxv,MSxv/03,,
,p,BECv10,MSxv,MSxv/03a,,
,p,BECv10,MSxv,MSxv/03b,Insolation,IN
,,BECv10,MSxv,MSxv/04,,
,,BECv10,MSxv,MSxv/05,,
,,BECv10,MSxv,MSxv/06,,
,,BECv10,MSxv,MSxv/07,Cold air influence,CA
,,BECv10,MSxv,MSxv/08,,
,,BECv10,MSxv,MSxv/09,Cold air influence,CA
,,BECv10,MSxv,MSxv/Ro,Lithic,
,,USA_2019,MSxx_NV,MSxx_NV/101,,
,,USA_2019,MSxx_NV,MSxx_NV/102,,
,,USA_2019,MSxx_NV,MSxx_NV/103,,
,,USA_2019,MSxx_NV,MSxx_NV/110,,
,,USA_2019,MSxx_NV,MSxx_NV/111,,
,,USA_2019,MSxx_NV,MSxx_NV/Ro,Lithic,
,,USA_2019,OWun_CA,OWun_CA/101,,
,,USA_2019,OWun_CA,OWun_CA/102,,
,,USA_2019,OWun_CA,OWun_CA/103,,
,,USA_2019,OWun_CA,OWun_CA/110,,
,,USA_2019,OWun_CA,OWun_CA/111,,
,,USA_2019,OWun_CA,OWun_CA/Ro,Lithic,
,,USA_2019,PPmx_WY,PPmx_WY/101,,
,,USA_2019,PPmx_WY,PPmx_WY/102,,
,,USA_2019,PPmx_WY,PPmx_WY/110,,
,,USA_2019,PPmx_WY,PPmx_WY/111,,
,,USA_2019,PPmx_WY,PPmx_WY/112,,
,,USA_2019,PPmx_WY,PPmx_WY/113,,
,,USA_2019,PPmx_WY,PPmx_WY/Gg,Insolation,IN2
,,USA_2019,PPmx_WY,PPmx_WY/Ro,Lithic,
,,USA_2019,PPxh_CO,PPxh_CO/101,,
,,USA_2019,PPxh_CO,PPxh_CO/102,,
,,USA_2019,PPxh_CO,PPxh_CO/110,,
,,USA_2019,PPxh_CO,PPxh_CO/111,,
,,USA_2019,PPxh_CO,PPxh_CO/112,,
,,USA_2019,PPxh_CO,PPxh_CO/113,,
,,USA_2019,PPxh_CO,PPxh_CO/Gg,Insolation,IN2
,,USA_2019,PPxh_CO,PPxh_CO/Ro,Lithic,
,,USA_2019,PPxh_WA,PPxh_WA/101,,
,,USA_2019,PPxh_WA,PPxh_WA/102,,
,,USA_2019,PPxh_WA,PPxh_WA/110,,
,,USA_2019,PPxh_WA,PPxh_WA/111,,
,,USA_2019,PPxh_WA,PPxh_WA/113,,
,,USA_2019,PPxh_WA,PPxh_WA/Gg,Insolation,IN2
,,USA_2019,PPxh_WA,PPxh_WA/Ro,Lithic,
,,BECv12,PPxh1,PPxh1/101,,
,,BECv12,PPxh1,PPxh1/102,,
,,BECv12,PPxh1,PPxh1/103,,
,,BECv12,PPxh1,PPxh1/104,,
,,BECv12,PPxh1,PPxh1/110,Cool aspects,CAS
,,BECv12,PPxh1,PPxh1/111,,
,,BECv12,PPxh1,PPxh1/Fm01,Mid fluvial bench,Fm
,,BECv12,PPxh1,PPxh1/Fm05,Mid fluvial bench,Fm
,,BECv12,PPxh1,PPxh1/Fm06,Mid fluvial bench,Fm
,,BECv10,PPxh1,PPxh1/Gg,Insolation,IN2
,,BECv10,PPxh1,PPxh1/Gs,Insolation,IN2
,,BECv10,PPxh1,PPxh1/Ro,Lithic,
,,BECv12,PPxh2,PPxh2/101,,
,,BECv12,PPxh2,PPxh2/102,,
,s,BECv12,PPxh2,PPxh2/103,,
,p,BECv12,PPxh2,PPxh2/103a,Insolation,IN
,p,BECv12,PPxh2,PPxh2/103b,,
,,BECv12,PPxh2,PPxh2/110,Cool aspects,CAS
,v,BECv12,PPxh2,PPxh2/110.1,Cool aspects,CAS
,v,BECv12,PPxh2,PPxh2/110.2,Cool aspects,CAS
,,BECv12,PPxh2,PPxh2/111,,
,,BECv12,PPxh2,PPxh2/Fm01,Mid fluvial bench,Fm
,,BECv12,PPxh2,PPxh2/Fm05,Mid fluvial bench,Fm
,,BECv10,PPxh2,PPxh2/Gg,Insolation,IN2
,,USA_2019,PPxk_OR,PPxk_OR/101,,
,,USA_2019,PPxk_OR,PPxk_OR/102,,
,,USA_2019,PPxk_OR,PPxk_OR/110,,
,,USA_2019,PPxk_OR,PPxk_OR/111,,
,,USA_2019,PPxk_OR,PPxk_OR/113,,
,,USA_2019,PPxk_OR,PPxk_OR/Gg,Insolation,IN2
,,USA_2019,PPxk_OR,PPxk_OR/Ro,Lithic,
,,USA_2019,PPxm_OR,PPxm_OR/101,,
,,USA_2019,PPxm_OR,PPxm_OR/110,,
,,USA_2019,PPxm_OR,PPxm_OR/111,,
,,USA_2019,PPxm_OR,PPxm_OR/112,,
,,USA_2019,PPxm_OR,PPxm_OR/113,,
,,USA_2019,PPxm_OR,PPxm_OR/Gg,Insolation,IN2
,,USA_2019,PPxm_OR,PPxm_OR/Ro,Lithic,
,,USA_2019,PPxw_MT,PPxw_MT/101,,
,,USA_2019,PPxw_MT,PPxw_MT/102,,
,,USA_2019,PPxw_MT,PPxw_MT/110,,
,,USA_2019,PPxw_MT,PPxw_MT/111,,
,,USA_2019,PPxw_MT,PPxw_MT/113,,
,,USA_2019,PPxw_MT,PPxw_MT/Gg,Insolation,IN2
,,USA_2019,PPxw_MT,PPxw_MT/Ro,Lithic,
,,USA_2020,PPxw_WY,PPxw_WY/101,,
,,USA_2020,PPxw_WY,PPxw_WY/102,,
,,USA_2020,PPxw_WY,PPxw_WY/110,,
,,USA_2020,PPxw_WY,PPxw_WY/111,,
,,USA_2020,PPxw_WY,PPxw_WY/113,,
,,USA_2020,PPxw_WY,PPxw_WY/Gg,Insolation,IN2
,,USA_2019,PPxw_WY,PPxw_WY/Ro,Lithic,
,,USA_2019,PPxx_OR,PPxx_OR/101,,
,,USA_2019,PPxx_OR,PPxx_OR/102,,
,,USA_2019,PPxx_OR,PPxx_OR/110,,
,,USA_2019,PPxx_OR,PPxx_OR/111,,
,,USA_2019,PPxx_OR,PPxx_OR/113,,
,,USA_2019,PPxx_OR,PPxx_OR/Gg,Insolation,IN2
,,USA_2019,PPxx_OR,PPxx_OR/Ro,Lithic,
,,AB_2018,SASbo,SASbo/a,,
,,AB_2018,SASbo,SASbo/b,,
,,AB_2018,SASbo,SASbo/c,,
,,AB_2018,SASbo,SASbo/d,,
,,AB_2018,SASbo,SASbo/e,,
,,AB_2018,SASbo,SASbo/f,,
,,AB_2018,SASbo,SASbo/g,,
,,AB_2018,SASbo,SASbo/h,,
,,AB_2018,SASbo,SASbo/Ro,Lithic,
,,AB_2018,SBAPcp,SBAPcp/a,,
,,AB_2018,SBAPcp,SBAPcp/b,,
,,AB_2018,SBAPcp,SBAPcp/c,,
,,AB_2018,SBAPcp,SBAPcp/d,,
,,AB_2018,SBAPcp,SBAPcp/e,,
,,AB_2018,SBAPcp,SBAPcp/f,,
,,AB_2018,SBAPcp,SBAPcp/g,,
,,AB_2018,SBAPcp,SBAPcp/h,,
,,AB_2018,SBAPcp,SBAPcp/i,,
,,AB_2018,SBAPcp,SBAPcp/j,,
,,AB_2018,SBAPcp,SBAPcp/k,,
,,AB_2018,SBAPcp,SBAPcp/Ro,Lithic,
,,AB_2018,SBAPfp,SBAPfp/d,,
,,AB_2018,SBAPfp,SBAPfp/h,,
,,AB_2018,SBAPfp,SBAPfp/m,,
,,BECv10,SBPSdc,SBPSdc/01,,
,s,BECv10,SBPSdc,SBPSdc/02,,
,p,BECv10,SBPSdc,SBPSdc/02a,Insolation,IN
,p,BECv10,SBPSdc,SBPSdc/02b,,
,s,BECv10,SBPSdc,SBPSdc/03,,
,p,BECv10,SBPSdc,SBPSdc/03a,,
,p,BECv10,SBPSdc,SBPSdc/03b,,
,,BECv10,SBPSdc,SBPSdc/04,Cold air influence,CA
,,BECv10,SBPSdc,SBPSdc/05,Cold air influence,CA
,,BECv10,SBPSdc,SBPSdc/06,,
,,BECv10,SBPSdc,SBPSdc/07,Cold air influence,CA
,,BECv10,SBPSdc,SBPSdc/08,,
,,BECv10,SBPSdc,SBPSdc/Ro,Lithic,
,s,BECv10,SBPSmc,SBPSmc/01,,
,p,BECv10,SBPSmc,SBPSmc/01a,,
,p,BECv10,SBPSmc,SBPSmc/01b,,
,,BECv10,SBPSmc,SBPSmc/02,,
,,BECv10,SBPSmc,SBPSmc/03,Cool aspects/cold air,CA
,,BECv10,SBPSmc,SBPSmc/04,Cool aspects/cold air,CA
,,BECv10,SBPSmc,SBPSmc/05,,
,,BECv10,SBPSmc,SBPSmc/06,,
,,BECv10,SBPSmc,SBPSmc/07,Cool aspects/cold air,CA
,,BECv10,SBPSmc,SBPSmc/Ro,Lithic,
,,BECv10,SBPSmk,SBPSmk/01,,
,,BECv10,SBPSmk,SBPSmk/02,,
,,BECv10,SBPSmk,SBPSmk/03,Insolation,IN
,s,BECv10,SBPSmk,SBPSmk/04,,
,p,BECv10,SBPSmk,SBPSmk/04a,,
,p,BECv10,SBPSmk,SBPSmk/04b,,
,,BECv10,SBPSmk,SBPSmk/05,Cool aspects,CAS
,,BECv10,SBPSmk,SBPSmk/06,Frost,FR
,,BECv10,SBPSmk,SBPSmk/07,,
,,BECv10,SBPSmk,SBPSmk/08,,
,,BECv10,SBPSmk,SBPSmk/Ro,Lithic,
,,BECv10,SBPSxc,SBPSxc/01,,
,s,BECv10,SBPSxc,SBPSxc/02,,
,p,BECv10,SBPSxc,SBPSxc/02a,,
,p,BECv10,SBPSxc,SBPSxc/02b,,
,p,BECv10,SBPSxc,SBPSxc/02c,,
,,BECv10,SBPSxc,SBPSxc/03,,
,,BECv10,SBPSxc,SBPSxc/04,,
,,BECv10,SBPSxc,SBPSxc/05,,
,,BECv10,SBPSxc,SBPSxc/06,,
,,BECv10,SBPSxc,SBPSxc/Ro,Lithic,
,,BECv10,SBSdh1,SBSdh1/01,,
,,BECv10,SBSdh1,SBSdh1/02,,
,,BECv10,SBSdh1,SBSdh1/03,,
,,BECv10,SBSdh1,SBSdh1/04,,
,,BECv10,SBSdh1,SBSdh1/05,,
,,BECv10,SBSdh1,SBSdh1/06,,
,,BECv10,SBSdh1,SBSdh1/07,,
,,BECv10,SBSdh1,SBSdh1/08,,
,,BECv10,SBSdh1,SBSdh1/Ro,Lithic,
,,BECv10,SBSdh2,SBSdh2/01,,
,,BECv10,SBSdh2,SBSdh2/02,,
,,BECv10,SBSdh2,SBSdh2/03,,
,,BECv10,SBSdh2,SBSdh2/04,,
,,BECv10,SBSdh2,SBSdh2/05,,
,,BECv10,SBSdh2,SBSdh2/06,,
,,BECv10,SBSdh2,SBSdh2/07,,
,,BECv10,SBSdh2,SBSdh2/08,,
,,BECv10,SBSdh2,SBSdh2/Ro,Lithic,
,s,BECv10,SBSdk,SBSdk/01,,
,p,BECv10,SBSdk,SBSdk/01a,,
,p,BECv10,SBSdk,SBSdk/01b,,
,,BECv10,SBSdk,SBSdk/02,,
,,BECv10,SBSdk,SBSdk/03,,
,,BECv10,SBSdk,SBSdk/04,Insolation,IN
,,BECv10,SBSdk,SBSdk/05,,
,,BECv10,SBSdk,SBSdk/06,,
,s,BECv10,SBSdk,SBSdk/07,,
,p,BECv10,SBSdk,SBSdk/07a,High fluvial bench,Fh
,p,BECv10,SBSdk,SBSdk/07b,,
,s,BECv10,SBSdk,SBSdk/08,High and Medium fluvial bench,Fm
,p,BECv10,SBSdk,SBSdk/08a,High fluvial bench,Fh
,p,BECv10,SBSdk,SBSdk/08b,Mid fluvial bench,Fm
,,BECv10,SBSdk,SBSdk/09,Cold air influence,CA
,,BECv10,SBSdk,SBSdk/10,Cold air influence,CA
,,BECv10,SBSdk,SBSdk/Gg,Insolation,IN2
,,BECv10,SBSdk,SBSdk/Ro,Lithic,
,,BECv10,SBSdw1,SBSdw1/01,,
,,BECv10,SBSdw1,SBSdw1/02,,
,,BECv10,SBSdw1,SBSdw1/03,Insolation,IN
,,BECv10,SBSdw1,SBSdw1/04,,
,,BECv10,SBSdw1,SBSdw1/05,Cool aspects,CAS
,,BECv10,SBSdw1,SBSdw1/06,,
,,BECv10,SBSdw1,SBSdw1/07,High fluvial bench,Fh
,,BECv10,SBSdw1,SBSdw1/08,,
,,BECv10,SBSdw1,SBSdw1/09,,
,,BECv10,SBSdw1,SBSdw1/Ro,Lithic,
,,BECv10,SBSdw2,SBSdw2/01,,
,,BECv10,SBSdw2,SBSdw2/02,,
,,BECv10,SBSdw2,SBSdw2/03,,
,,BECv10,SBSdw2,SBSdw2/04,Insolation,IN
,,BECv10,SBSdw2,SBSdw2/05,Cool aspects,CAS
,,BECv10,SBSdw2,SBSdw2/06,,
,,BECv10,SBSdw2,SBSdw2/07,Cold air influence,CA
,,BECv10,SBSdw2,SBSdw2/08,Cold air influence,CA
,,BECv10,SBSdw2,SBSdw2/09,,
,,BECv10,SBSdw2,SBSdw2/10,,
,,BECv10,SBSdw2,SBSdw2/11,,
,,BECv10,SBSdw2,SBSdw2/Ro,Lithic,
,,BECv10,SBSdw3,SBSdw3/01,,
,,BECv10,SBSdw3,SBSdw3/02,,
,,BECv10,SBSdw3,SBSdw3/03,Insolation,IN
,,BECv10,SBSdw3,SBSdw3/04,,
,,BECv10,SBSdw3,SBSdw3/05,Cold air influence,CA
,,BECv10,SBSdw3,SBSdw3/06,,
,,BECv10,SBSdw3,SBSdw3/07,,
,,BECv10,SBSdw3,SBSdw3/08,,
,,BECv10,SBSdw3,SBSdw3/09,,
,,BECv10,SBSdw3,SBSdw3/10,Cold air influence,CA
,,BECv10,SBSdw3,SBSdw3/Ro,Lithic,
,s,BECv10,SBSmc1,SBSmc1/01,,
,p,BECv10,SBSmc1,SBSmc1/01a,,
,p,BECv10,SBSmc1,SBSmc1/01b,,
,p,BECv10,SBSmc1,SBSmc1/01c,,
,,BECv10,SBSmc1,SBSmc1/02,,
,,BECv10,SBSmc1,SBSmc1/03,Insolation,IN
,,BECv10,SBSmc1,SBSmc1/04,Cold air influence,CA
,,BECv10,SBSmc1,SBSmc1/05,Cold air influence,CA
,,BECv10,SBSmc1,SBSmc1/06,,
,,BECv10,SBSmc1,SBSmc1/07,,
,,BECv10,SBSmc1,SBSmc1/08,Cold air influence,CA
,,BECv10,SBSmc1,SBSmc1/Ro,Lithic,
,s,BECv10,SBSmc2,SBSmc2/01,,
,p,BECv10,SBSmc2,SBSmc2/01a,,
,p,BECv10,SBSmc2,SBSmc2/01b,,
,p,BECv10,SBSmc2,SBSmc2/01c,,
,s,BECv10,SBSmc2,SBSmc2/02,,
,p,BECv10,SBSmc2,SBSmc2/02a,,
,p,BECv10,SBSmc2,SBSmc2/02b,,
,,BECv10,SBSmc2,SBSmc2/03,Cold air influence,CA
,,BECv10,SBSmc2,SBSmc2/04,Cold air influence,CA
,,BECv10,SBSmc2,SBSmc2/05,,
,,BECv10,SBSmc2,SBSmc2/06,,
,,BECv10,SBSmc2,SBSmc2/07,Cold air influence,CA
,,BECv10,SBSmc2,SBSmc2/08,Cold air influence,CA
,s,BECv10,SBSmc2,SBSmc2/09,,
,p,BECv10,SBSmc2,SBSmc2/09a,,
,p,BECv10,SBSmc2,SBSmc2/09b,,
,s,BECv10,SBSmc2,SBSmc2/10,,
,p,BECv10,SBSmc2,SBSmc2/10a,,
,p,BECv10,SBSmc2,SBSmc2/10b,,
,,BECv10,SBSmc2,SBSmc2/11,,
,,BECv10,SBSmc2,SBSmc2/12,Cold air influence,CA
,,BECv10,SBSmc2,SBSmc2/Ro,Lithic,
,,BECv10,SBSmc3,SBSmc3/01,,
,,BECv10,SBSmc3,SBSmc3/02,,
,,BECv10,SBSmc3,SBSmc3/03,,
,,BECv10,SBSmc3,SBSmc3/04,,
,,BECv10,SBSmc3,SBSmc3/05,Cold air influence,CA
,,BECv10,SBSmc3,SBSmc3/06,Cold air influence,CA
,,BECv10,SBSmc3,SBSmc3/07,,
,,BECv10,SBSmc3,SBSmc3/08,,
,,BECv10,SBSmc3,SBSmc3/09,Cold air influence,CA
,,BECv10,SBSmc3,SBSmc3/Ro,Lithic,
,,BECv10,SBSmh,SBSmh/01,,
,,BECv10,SBSmh,SBSmh/02,,
,,BECv10,SBSmh,SBSmh/03,,
,,BECv10,SBSmh,SBSmh/04,Insolation,IN
,,BECv10,SBSmh,SBSmh/05,,
,,BECv10,SBSmh,SBSmh/06,,
,,BECv10,SBSmh,SBSmh/07,,
,,BECv10,SBSmh,SBSmh/08,High fluvial bench,Fh
,,BECv10,SBSmh,SBSmh/09,,
,,BECv10,SBSmh,SBSmh/Ro,Lithic,
,,BECv10,SBSmk1,SBSmk1/01,,
,,BECv10,SBSmk1,SBSmk1/02,,
,,BECv10,SBSmk1,SBSmk1/03,,
,,BECv10,SBSmk1,SBSmk1/04,Insolation,IN
,,BECv10,SBSmk1,SBSmk1/05,,
,,BECv10,SBSmk1,SBSmk1/06,Cool aspects/cold air,CA
,,BECv10,SBSmk1,SBSmk1/07,,
,,BECv10,SBSmk1,SBSmk1/08,High fluvial bench,Fh
,s,BECv10,SBSmk1,SBSmk1/09,,
,p,BECv10,SBSmk1,SBSmk1/09a,High fluvial bench,Fh
,p,BECv10,SBSmk1,SBSmk1/09b,,
,,BECv10,SBSmk1,SBSmk1/10,,
,,BECv10,SBSmk1,SBSmk1/Ro,Lithic,
,,BECv10,SBSmk2,SBSmk2/01,,
,,BECv10,SBSmk2,SBSmk2/02,,
,,BECv10,SBSmk2,SBSmk2/03,,
,,BECv10,SBSmk2,SBSmk2/04,Cool aspects/cold air,CA
,,BECv10,SBSmk2,SBSmk2/05,,
,,BECv10,SBSmk2,SBSmk2/06,High fluvial bench,Fh
,,BECv10,SBSmk2,SBSmk2/Ro,Lithic,
,,BECv10,SBSmm,SBSmm/01,,
,,BECv10,SBSmm,SBSmm/02,,
,,BECv10,SBSmm,SBSmm/03,,
,,BECv10,SBSmm,SBSmm/04,,
,,BECv10,SBSmm,SBSmm/05,,
,,BECv10,SBSmm,SBSmm/06,,
,,BECv10,SBSmm,SBSmm/07,,
,,BECv10,SBSmm,SBSmm/08,High fluvial bench,Fh
,,BECv10,SBSmm,SBSmm/09,,
,,BECv10,SBSmm,SBSmm/Ro,Lithic,
,,BECv10,SBSmw,SBSmw/01,,
,,BECv10,SBSmw,SBSmw/02,,
,,BECv10,SBSmw,SBSmw/03,,
,,BECv10,SBSmw,SBSmw/04,Insolation,IN
,,BECv10,SBSmw,SBSmw/05,Cool aspects/cold air,CA
,,BECv10,SBSmw,SBSmw/06,,
,,BECv10,SBSmw,SBSmw/07,,
,,BECv10,SBSmw,SBSmw/08,,
,,BECv10,SBSmw,SBSmw/09,,
,,BECv10,SBSmw,SBSmw/10,,
,,BECv10,SBSmw,SBSmw/Ro,Lithic,
,,BECv10,SBSun,SBSun/h,,
,,BECv10,SBSun,SBSun/m,,
,,BECv10,SBSun,SBSun/x,,
,,BECv10,SBSvk,SBSvk/01,,
,,BECv10,SBSvk,SBSvk/02,,
,,BECv10,SBSvk,SBSvk/03,Insolation,IN
