"index","GCM","SSP","RUN","PERIOD","BAFAun","BGxh2","BGxh3","BGxw1","BGxw2","ESSFdk2","ESSFdkp","ESSFdkw","ESSFmc","ESSFmv1","ESSFwc2","ESSFwc3","ESSFwcp","ESSFwcw","ESSFwk1","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc2","ESSFxc3","ESSFxcp","ESSFxv1","ICHdk","ICHmc1","ICHmk3","ICHmw3","ICHwk2","IDFdk1","IDFdk3","IDFdk4","IDFmw2","IDFxh2","IDFxm","IDFxw","IMAun","IMAun_CO","MSabN","MSdc2","MSxk2","MSxk3","MSxv","PPxh2","SBAPfp","SBPSmk","SBPSxc","SBSdk","SBSdw1","SBSdw2","SBSmc1","SBSmc2","SBSmc3","SBSmk1","SBSmm","SBSmw","SBSwk1","BGmk_MT","ESSFdc2","ESSFdcw","ESSFmv3","ESSFwm1","ESSFwmp","ESSFxcw","ESSFxk_WY","ICHmk1","ICHmk4","IDFdkx_MT","IDFxm_CO","IMAab","IWFdm_CO","MGPmg","MGPmw_MT","MSdh_WY","MSdk","MSdm1","PPxh1","SBPSdc","SBPSmc","BGxh1","ESSFdc1","ESSFwc4","ESSFwh1","ESSFxc1","ICHdw3","ICHmw5","IDFdh_UT","IDFdk2","JPWdw_UT","MSdw","MSxk1","SBSmh","BGdw_WA","BGxh_WA","ESSFdk1","ESSFmh","ESSFwmw","ICHxm1","IDFdk5","IDFdm_WA","IDFdm1","IDFdm2","IDFxk","JPWdm_WY","MGPdm","ESSFabS","ICHmc2","IDFdh","IDFdk_MT","IDFdx_MT","IDFxh1","IDFxx2","MSdm_WA","MSdm2","ICHmk2","ICHwk4","SBSvk","ESSFabC","ESSFwk2","ICHvk2","IMAun_WY","SBSwk3","ICHmw2","BWBSdk","BWBSdmN","BWBSmw","BWBSuf","ESSFabN","ESSFmv2","SBSdw3","BWBScmW","BWBSlf","BWBSwk1","FGnf","SBAPcp","SWBmk","ESSFmmp","SBSwk2","ESSFxvp","CWHws2","IDFdm_MT","MSxm_CO","ICHdw4","ICHwk1","PPxw_MT","PPxh_CO","GOun_CO","MHmmp","ESSFwh3","MSdw_MT","ICHwk3","ESSFwh2","ESSFwm2","ICHdm","SGPdm_CO","BGmw_WA","GBDxx_UT","ICHdw_ID","ICHdw1","IDFxx1","PPxh_WA","SBSdh1","ESSFwm_MT","ESSFwm4","ESSFxh_WA","ICHxw","ICHxw_WA","IMAun_MT","JPWxw_NV","ESSFwm3","ICHmw4","ICHmh_MT","MSxx_NV","ICHvk1","ICHvc","ESSFdk_MT","ICHxwa","IDFdh_WA","IDFxh_WA","PPmx_WY","IDFdh_MT","MHmm2","IGFxm_OR","CWHms1","IDFxx_MT","PPxw_WY","IGFmm_OR","JPWwm_CO","IDFxc","CWHwm"
90,"MRI-ESM2-0","ssp245","ensembleMean","2041_2060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,120,8,NA,949,30,NA,NA,NA,NA,NA,NA,NA,2577,NA,614,3941,NA,2,NA,243,101,2224,NA,NA,NA,15,NA,NA,NA,NA,37,239,NA,NA,NA,174,2,207,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,484,NA,NA,1614,371,NA,NA,NA,407,NA,NA,NA,NA,NA,6,NA,12039,NA,NA,36,7,NA,NA,23507,NA,NA,NA,NA,NA,5425,NA,NA,NA,NA,NA,NA,NA,NA,5785,NA,NA,4,386,NA,NA,NA,NA,490,4,NA,9,NA,NA,NA,72,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,215,1186,NA,NA,NA,NA,16,NA,NA,1,606,181,367,NA,NA,NA,NA,49,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"MRI-ESM2-0","ssp245","r1i1p1f1","2041_2060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,120,8,NA,949,30,NA,NA,NA,NA,NA,NA,NA,2577,NA,614,3941,NA,2,NA,243,101,2224,NA,NA,NA,15,NA,NA,NA,NA,37,239,NA,NA,NA,174,2,207,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,484,NA,NA,1614,371,NA,NA,NA,407,NA,NA,NA,NA,NA,6,NA,12039,NA,NA,36,7,NA,NA,23507,NA,NA,NA,NA,NA,5425,NA,NA,NA,NA,NA,NA,NA,NA,5785,NA,NA,4,386,NA,NA,NA,NA,490,4,NA,9,NA,NA,NA,72,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,215,1186,NA,NA,NA,NA,16,NA,NA,1,606,181,367,NA,NA,NA,NA,49,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"ensembleMean","ssp245","ensembleMean","2041_2060",NA,46,40,4,NA,NA,NA,NA,NA,NA,NA,71,1,13,689,NA,NA,NA,NA,NA,NA,NA,NA,135,12,1,2935,632,116,NA,8667,15224,3047,395,NA,NA,NA,NA,98,5,NA,355,940,133,NA,NA,598,350,1,33,NA,NA,NA,NA,NA,NA,35,1,NA,NA,NA,26,NA,31,202,NA,7,NA,NA,1624,329,NA,NA,123,233,NA,NA,249,NA,8,290,150,602,970,13,5574,85,10,34,2469,NA,NA,NA,NA,NA,12810,NA,NA,NA,152,NA,NA,NA,NA,290,NA,NA,171,140,NA,NA,173,59,89,NA,NA,NA,NA,NA,NA,2493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"ACCESS-ESM1-5","ssp245","ensembleMean","2061_2080",NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,468,NA,NA,1843,3388,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,62,1640,NA,NA,NA,NA,146,7476,NA,NA,233,352,NA,NA,131,NA,6,4,NA,NA,55,7666,18,1024,186,4,NA,NA,NA,NA,NA,NA,4248,NA,NA,135,7454,NA,12,NA,NA,5,31,NA,347,5093,67,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2049,245,16835,NA,99,NA,205,NA,NA,NA,NA,126,22,66,35,91,1174,380,1,NA,NA,NA,NA,NA,63,NA,15,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2061_2080",NA,16,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,544,6,700,5,NA,5820,18164,347,NA,NA,NA,NA,NA,NA,NA,NA,745,NA,NA,NA,1,57,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,768,NA,NA,NA,NA,445,2914,NA,NA,101,402,NA,NA,321,NA,NA,86,10,77,216,310,549,452,59,31,228,NA,NA,NA,NA,NA,8934,NA,NA,NA,2435,NA,NA,NA,NA,415,NA,NA,440,8985,NA,5,1,4,1,NA,NA,NA,NA,NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2104,795,4817,NA,NA,NA,36,NA,NA,NA,NA,15,122,56,24,NA,38,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2061_2080",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337,73,64,NA,NA,12175,7171,6,NA,NA,NA,NA,NA,1,NA,NA,73,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,910,NA,NA,NA,NA,580,1773,NA,NA,190,166,NA,NA,77,NA,NA,62,NA,9,179,959,717,634,31,NA,213,NA,NA,NA,NA,NA,18998,NA,NA,2,1058,NA,NA,NA,NA,26,NA,NA,845,6984,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,2395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2765,1012,2698,46,NA,NA,65,NA,NA,NA,NA,3,309,26,11,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,20,2059,NA,NA,NA,NA,NA,416,NA,NA,240,26,NA,NA,NA,NA,NA,2,NA,NA,10,21181,31,1270,394,NA,NA,NA,20,30,NA,NA,1,NA,67,348,13118,NA,287,NA,25,NA,368,NA,98,1442,3518,119,8,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,NA,NA,NA,10131,NA,1916,NA,215,6,NA,NA,NA,13,NA,155,8,1904,2080,1173,274,NA,NA,1,5,97,139,NA,53,NA,3,NA,NA,NA,NA,1,1,329,7,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"CNRM-ESM2-1","ssp245","ensembleMean","2061_2080",NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,47,NA,3,583,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,1416,410,8,NA,2501,16072,593,3,NA,NA,NA,NA,39,1,NA,106,481,4,NA,NA,68,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,806,437,12,77,NA,NA,1032,340,NA,NA,500,378,NA,NA,178,NA,NA,199,155,12,616,252,3086,155,11,104,5,NA,NA,NA,NA,NA,26316,NA,NA,NA,1,NA,NA,NA,NA,76,NA,NA,937,1122,NA,NA,63,NA,70,NA,NA,NA,NA,NA,NA,3820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507,251,6,73,NA,NA,11,NA,NA,NA,NA,NA,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"CNRM-ESM2-1","ssp245","r1i1p1f2","2061_2080",NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,22,NA,6,615,NA,NA,NA,14,NA,NA,NA,NA,30,3,NA,1277,504,2,NA,776,16248,981,41,NA,NA,NA,NA,66,1,NA,97,916,44,NA,NA,143,20,1,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,2,NA,1022,1325,127,198,NA,NA,3916,765,NA,NA,618,378,NA,NA,181,NA,NA,88,165,NA,491,24,2960,149,20,116,1,NA,NA,NA,NA,NA,23576,NA,NA,NA,55,NA,NA,NA,NA,3,NA,NA,2280,898,NA,NA,12,3,135,NA,NA,NA,NA,NA,NA,2448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,904,60,138,28,NA,NA,33,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"CNRM-ESM2-1","ssp245","r2i1p1f2","2061_2080",NA,NA,2,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,268,720,NA,NA,357,13210,NA,5,NA,NA,NA,NA,11,NA,NA,22,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,15,NA,NA,NA,NA,NA,NA,839,3095,570,NA,NA,371,3727,1504,NA,NA,1771,306,NA,NA,315,NA,12,27,78,NA,337,296,1233,224,131,153,NA,NA,NA,NA,NA,NA,6305,NA,NA,1492,3174,NA,NA,1,23,NA,7,79,13347,4091,4,1,15,NA,1,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3765,NA,13,NA,634,NA,430,NA,607,NA,NA,NA,NA,33,5,18,NA,414,23,41,NA,NA,5,NA,NA,NA,NA,6,NA,28,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,10,NA,NA,NA,NA,NA,NA,NA,NA
100,"CNRM-ESM2-1","ssp245","r3i1p1f2","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,3,528,NA,NA,NA,NA,NA,NA,NA,NA,49,1,84,1491,114,1,NA,1586,11170,599,NA,NA,NA,NA,NA,8,NA,NA,77,354,31,NA,NA,214,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1020,327,4,324,NA,NA,624,411,NA,NA,341,453,NA,NA,89,NA,NA,137,157,78,467,63,1850,137,NA,33,63,NA,NA,NA,NA,NA,30701,NA,NA,NA,1,NA,NA,NA,NA,251,NA,NA,1493,1523,NA,NA,65,3,255,NA,NA,NA,NA,NA,NA,4217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2833,524,69,1,NA,NA,29,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"EC-Earth3","ssp245","ensembleMean","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,516,NA,1540,92,49,NA,NA,1,7860,105,NA,NA,NA,NA,NA,NA,NA,NA,2,309,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,654,NA,44,NA,NA,122,443,NA,NA,279,577,NA,NA,39,NA,NA,NA,84,6,264,NA,176,63,NA,59,8,NA,NA,NA,NA,NA,30532,NA,NA,NA,17,NA,NA,NA,NA,409,NA,NA,1704,7640,NA,NA,NA,13,275,NA,NA,NA,NA,NA,NA,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,5672,NA,3,NA,NA,NA,304,NA,NA,NA,NA,NA,169,125,NA,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
102,"EC-Earth3","ssp245","r15i1p1f1","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,176,1,1191,226,26,NA,NA,3,6841,79,NA,NA,NA,NA,NA,NA,NA,NA,16,129,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,261,NA,73,NA,NA,NA,4,NA,NA,284,562,NA,NA,9,NA,NA,2,109,5,632,NA,304,24,NA,54,2,NA,NA,NA,NA,NA,32861,NA,NA,NA,NA,NA,NA,NA,NA,391,NA,NA,882,6321,NA,NA,17,3,495,NA,NA,NA,NA,NA,NA,3716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6181,184,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,95,136,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA
103,"EC-Earth3","ssp245","r1i1p1f1","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,922,NA,1896,199,82,NA,NA,3,9498,39,NA,NA,NA,NA,NA,NA,NA,NA,7,428,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,1024,1,8,NA,NA,1678,1086,NA,NA,278,600,NA,NA,55,NA,NA,NA,104,36,470,NA,285,78,NA,38,20,NA,NA,NA,NA,NA,27489,NA,NA,NA,22,NA,NA,NA,NA,667,NA,NA,1649,5913,NA,NA,NA,11,538,NA,NA,NA,NA,NA,NA,1260,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,41,NA,6133,59,17,NA,NA,NA,267,NA,NA,NA,NA,NA,73,65,NA,NA,11,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"EC-Earth3","ssp245","r4i1p1f1","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,887,305,92,NA,NA,4,6009,57,NA,NA,NA,NA,NA,NA,NA,NA,2,345,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,588,1,767,NA,NA,48,225,NA,NA,338,619,NA,NA,25,NA,NA,NA,123,1,174,NA,128,10,NA,93,NA,NA,NA,NA,NA,NA,33873,NA,NA,NA,7,NA,NA,NA,NA,725,NA,NA,1974,4174,NA,NA,NA,2,195,NA,NA,NA,NA,NA,NA,2835,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,5968,NA,1,1,NA,NA,404,NA,NA,NA,NA,NA,149,121,NA,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
105,"GFDL-ESM4","ssp245","ensembleMean","2061_2080",NA,27,14,1,NA,NA,NA,NA,NA,NA,NA,67,NA,11,723,NA,NA,NA,NA,NA,NA,NA,NA,45,6,NA,1598,751,44,NA,3383,19309,550,67,NA,NA,NA,NA,89,7,NA,323,843,35,NA,NA,278,26,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,11,NA,518,265,NA,86,NA,NA,320,154,NA,NA,211,340,NA,NA,206,NA,NA,59,242,42,809,127,5971,121,1,132,12,NA,NA,NA,NA,NA,21291,NA,NA,1,NA,NA,NA,NA,NA,214,NA,NA,366,624,NA,NA,185,11,185,NA,NA,NA,NA,NA,NA,3238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992,58,NA,5,NA,NA,15,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"GFDL-ESM4","ssp245","r1i1p1f1","2061_2080",NA,128,61,4,NA,NA,NA,15,NA,NA,NA,16,1,12,729,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,572,3482,123,NA,505,26409,1,358,NA,NA,NA,NA,157,NA,NA,252,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,14,NA,28,NA,8,NA,2405,1542,86,NA,NA,NA,2713,650,NA,NA,865,288,NA,NA,344,NA,NA,38,195,NA,809,5,2219,60,77,327,NA,NA,2,NA,NA,NA,13890,NA,NA,565,648,NA,NA,1,NA,4,1,NA,387,1428,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,310,4,3,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"GFDL-ESM4","ssp245","r2i1p1f1","2061_2080",NA,65,64,2,NA,NA,NA,NA,NA,NA,NA,70,1,11,719,NA,NA,NA,NA,NA,NA,NA,NA,50,13,NA,1896,1285,152,NA,4581,19321,2010,222,NA,NA,NA,NA,101,11,NA,516,794,18,NA,1,493,161,NA,9,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,20,NA,344,248,2,47,NA,NA,1247,177,NA,NA,200,228,NA,NA,292,NA,NA,32,230,115,1079,10,7059,88,5,93,486,NA,NA,NA,NA,NA,15646,NA,NA,NA,14,NA,NA,NA,NA,171,NA,NA,313,287,NA,NA,179,17,232,NA,NA,NA,NA,NA,NA,2694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,61,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"GFDL-ESM4","ssp245","r3i1p1f1","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,64,5,NA,564,NA,NA,NA,NA,NA,NA,NA,NA,947,2,221,1837,12,5,NA,3607,8585,421,91,NA,NA,NA,NA,16,NA,NA,54,11,2,NA,22,1505,NA,NA,36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,36,2,NA,3032,NA,237,NA,NA,NA,NA,34,444,NA,NA,15,NA,NA,NA,202,131,103,183,442,171,NA,7,96,NA,NA,NA,NA,NA,30330,NA,NA,NA,NA,NA,NA,NA,NA,1366,NA,NA,157,1828,NA,NA,NA,150,643,NA,NA,NA,NA,NA,NA,3459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2334,498,NA,913,NA,NA,2,NA,NA,NA,NA,NA,61,30,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"GISS-E2-1-G","ssp245","ensembleMean","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,89,5,2,663,NA,NA,NA,NA,NA,NA,NA,NA,244,20,156,3568,1,4,NA,4897,4356,4645,6,NA,NA,NA,NA,13,NA,NA,99,145,43,NA,2,1727,11,69,89,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,2,NA,187,414,NA,2899,NA,NA,566,176,NA,NA,155,379,NA,NA,14,NA,NA,73,21,689,348,112,1151,202,NA,NA,2123,NA,NA,NA,NA,NA,24644,NA,NA,NA,NA,NA,NA,NA,NA,699,NA,NA,1156,801,NA,NA,1,58,415,1,NA,NA,NA,NA,NA,3465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,2544,310,19,401,NA,NA,14,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"GISS-E2-1-G","ssp245","r1i1p3f1","2061_2080",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,15,NA,NA,NA,NA,NA,2,NA,450,135,NA,NA,2559,7925,49,6,NA,NA,NA,NA,12,NA,NA,7,606,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,1600,3501,52,NA,NA,9,6767,1149,NA,NA,791,203,NA,NA,123,NA,12,21,4,NA,58,161,331,359,410,14,NA,NA,NA,NA,NA,NA,15175,NA,NA,41,5815,NA,NA,NA,1,NA,NA,NA,12039,1382,NA,34,1,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,119,32,919,NA,240,NA,672,NA,NA,NA,NA,42,74,2,NA,344,21,3,NA,NA,18,NA,NA,NA,NA,NA,NA,72,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
111,"GISS-E2-1-G","ssp245","r2i1p3f1","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,7,NA,751,18,NA,NA,NA,NA,NA,NA,5,1848,13,1406,4873,NA,NA,NA,22336,181,5,20,NA,NA,NA,NA,1,NA,NA,114,NA,NA,NA,NA,228,NA,NA,197,NA,3,1,7,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,1362,NA,NA,NA,NA,38,165,NA,NA,NA,NA,NA,123,NA,15772,189,403,NA,237,NA,NA,50,NA,NA,NA,NA,NA,4535,NA,NA,NA,NA,NA,NA,NA,NA,2085,NA,NA,NA,239,NA,NA,NA,55,60,428,NA,1,NA,NA,NA,2479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,1,2523,334,NA,1726,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
